Tanggal,Object_ID,Provinsi,Kasus_Terkonfirmasi_Akumulatif,Penambahan_Harian_Kasus_Terkonf,Kasus_Sembuh_Akumulatif,Penambahan_Harian_Kasus_Sembuh,Kasus_Meninggal_Akumulatif,Penambahan_Harian_Kasus_Meningg,Kasus_Aktif_Akumulatif,CFR_Harian,RI_Harian,FID,ObjectId
2020/04/09 00:00:00+00,1354,Sulawesi Selatan,138,10,23,2,8,2,107,5.797101449,16.66666667,1354,1279
2020/04/12 00:00:00+00,1454,Sumatera Selatan,21,0,4,3,2,0,15,9.523809524,19.04761905,1454,1280
2020/04/11 00:00:00+00,1404,Kepulauan Bangka Belitung,4,1,0,0,1,0,3,25,0,1404,1281
2020/04/08 00:00:00+00,1304,Jawa Barat,365,22,17,0,35,6,313,9.589041096,4.657534247,1304,1282
2020/04/05 00:00:00+00,1204,Kalimantan Tengah,11,0,4,2,0,0,7,0,36.36363636,1204,1283
2020/04/05 00:00:00+00,1205,Kalimantan Selatan,16,8,0,0,0,0,16,0,0,1205,1284
2020/04/05 00:00:00+00,1206,Kalimantan Utara,8,0,0,0,0,0,8,0,0,1206,1285
2020/04/05 00:00:00+00,1207,Kepulauan Riau,9,1,2,0,1,0,6,11.11111111,22.22222222,1207,1286
2020/04/05 00:00:00+00,1208,Nusa Tenggara Barat,7,0,0,0,0,0,7,0,0,1208,1287
2020/04/05 00:00:00+00,1209,Sumatera Selatan,16,4,1,0,2,0,13,12.5,6.25,1209,1288
2020/04/05 00:00:00+00,1210,Sumatera Barat,8,0,0,0,0,0,8,0,0,1210,1289
2020/04/05 00:00:00+00,1211,Sulawesi Utara,3,0,1,0,0,0,2,0,33.33333333,1211,1290
2020/04/05 00:00:00+00,1212,Sumatera Utara,25,0,0,0,4,1,21,16,0,1212,1291
2020/04/05 00:00:00+00,1213,Sulawesi Tenggara,6,0,1,0,0,0,5,0,16.66666667,1213,1292
2020/04/05 00:00:00+00,1214,Sulawesi Selatan,83,3,9,0,5,0,69,6.024096386,10.84337349,1214,1293
2020/04/05 00:00:00+00,1215,Sulawesi Tengah,4,0,0,0,0,0,4,0,0,1215,1294
2020/04/05 00:00:00+00,1216,Lampung,11,0,0,0,1,0,10,9.090909091,0,1216,1295
2020/04/05 00:00:00+00,1217,Riau,11,1,1,0,0,0,10,0,9.090909091,1217,1296
2020/04/05 00:00:00+00,1218,Maluku Utara,1,0,0,0,0,0,1,0,0,1218,1297
2020/04/05 00:00:00+00,1219,Maluku,1,0,1,0,0,0,0,0,100,1219,1298
2020/04/05 00:00:00+00,1220,Papua Barat,2,0,0,0,1,0,1,50,0,1220,1299
2020/04/05 00:00:00+00,1221,Papua,26,8,3,0,1,0,22,3.846153846,11.53846154,1221,1300
2020/04/05 00:00:00+00,1222,Sulawesi Barat,2,0,0,0,0,0,2,0,0,1222,1301
2020/04/05 00:00:00+00,1223,Nusa Tenggara Timur,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1223,1302
2020/04/05 00:00:00+00,1224,Gorontalo,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1224,1303
2020/04/05 00:00:00+00,1225,Indonesia,42,5,0,0,0,0,42,0,0,1225,1304
2020/04/06 00:00:00+00,1226,Aceh,5,0,0,0,1,0,4,20,0,1226,1305
2020/04/06 00:00:00+00,1227,Bali,43,7,18,0,2,0,23,4.651162791,41.86046512,1227,1306
2020/04/06 00:00:00+00,1228,Banten,187,10,7,0,17,0,163,9.090909091,3.743315508,1228,1307
2020/04/06 00:00:00+00,1229,Kepulauan Bangka Belitung,2,0,0,0,1,0,1,50,0,1229,1308
2020/04/06 00:00:00+00,1230,Bengkulu,2,0,0,0,1,0,1,50,0,1230,1309
2020/04/06 00:00:00+00,1231,Daerah Istimewa Yogyakarta,40,6,1,0,3,0,36,7.5,2.5,1231,1310
2020/04/06 00:00:00+00,1232,DKI Jakarta,1232,101,65,9,99,4,1068,8.035714286,5.275974026,1232,1311
2020/04/06 00:00:00+00,1233,Jambi,2,0,0,0,0,0,2,0,0,1233,1312
2020/04/06 00:00:00+00,1234,Jawa Barat,263,11,13,1,29,1,221,11.02661597,4.942965779,1234,1313
2020/04/06 00:00:00+00,1235,Jawa Tengah,132,12,14,0,22,4,96,16.66666667,10.60606061,1235,1314
2020/04/06 00:00:00+00,1236,Jawa Timur,189,1,38,8,14,0,137,7.407407407,20.10582011,1236,1315
2020/04/06 00:00:00+00,1237,Kalimantan Barat,12,2,2,0,2,0,8,16.66666667,16.66666667,1237,1316
2020/04/06 00:00:00+00,1238,Kalimantan Timur,31,1,1,0,1,0,29,3.225806452,3.225806452,1238,1317
2020/04/06 00:00:00+00,1239,Kalimantan Tengah,20,9,4,0,0,0,16,0,20,1239,1318
2020/04/06 00:00:00+00,1240,Kalimantan Selatan,18,2,0,0,0,0,18,0,0,1240,1319
2020/04/06 00:00:00+00,1241,Kalimantan Utara,15,7,0,0,0,0,15,0,0,1241,1320
2020/04/06 00:00:00+00,1242,Kepulauan Riau,9,0,2,0,1,0,6,11.11111111,22.22222222,1242,1321
2020/04/06 00:00:00+00,1243,Nusa Tenggara Barat,10,3,0,0,0,0,10,0,0,1243,1322
2020/04/06 00:00:00+00,1244,Sumatera Selatan,16,0,1,0,2,0,13,12.5,6.25,1244,1323
2020/04/06 00:00:00+00,1245,Sumatera Barat,18,10,0,0,0,0,18,0,0,1245,1324
2020/04/06 00:00:00+00,1246,Sulawesi Utara,5,2,1,0,0,0,4,0,20,1246,1325
2020/04/06 00:00:00+00,1247,Sumatera Utara,26,1,0,0,4,0,22,15.38461538,0,1247,1326
2020/04/06 00:00:00+00,1248,Sulawesi Tenggara,7,1,1,0,0,0,6,0,14.28571429,1248,1327
2020/04/06 00:00:00+00,1249,Sulawesi Selatan,113,30,19,10,6,1,88,5.309734513,16.81415929,1249,1328
2020/04/06 00:00:00+00,1250,Sulawesi Tengah,4,0,0,0,0,0,4,0,0,1250,1329
2020/04/13 00:00:00+00,1504,Gorontalo,1,0,0,0,0,0,1,0,0,1504,1330
2020/04/12 00:00:00+00,1455,Sumatera Barat,44,13,6,0,3,0,35,6.818181818,13.63636364,1455,1331
2020/04/15 00:00:00+00,1561,Sulawesi Utara,18,1,2,0,2,0,14,11.11111111,11.11111111,1561,1332
2020/04/13 00:00:00+00,1505,Indonesia,26,0,0,0,0,0,26,0,0,1505,1333
2020/04/08 00:00:00+00,1305,Jawa Tengah,140,7,14,0,22,0,104,15.71428571,10,1305,1334
2020/04/12 00:00:00+00,1456,Sulawesi Utara,17,4,1,0,2,0,14,11.76470588,5.882352941,1456,1335
2020/04/15 00:00:00+00,1562,Sumatera Utara,78,6,10,0,9,0,59,11.53846154,12.82051282,1562,1336
2020/04/14 00:00:00+00,1506,Aceh,5,0,4,0,1,0,0,20,80,1506,1337
2020/04/11 00:00:00+00,1405,Bengkulu,4,0,0,0,1,0,3,25,0,1405,1338
2020/04/08 00:00:00+00,1306,Jawa Timur,196,2,46,5,16,0,134,8.163265306,23.46938776,1306,1339
2020/04/12 00:00:00+00,1457,Sumatera Utara,65,6,8,0,8,0,49,12.30769231,12.30769231,1457,1340
2020/04/15 00:00:00+00,1563,Sulawesi Tenggara,24,8,1,0,1,0,22,4.166666667,4.166666667,1563,1341
2020/04/14 00:00:00+00,1507,Bali,92,6,21,1,2,0,69,2.173913043,22.82608696,1507,1342
2020/04/11 00:00:00+00,1406,Daerah Istimewa Yogyakarta,41,0,6,0,7,0,28,17.07317073,14.63414634,1406,1343
2020/04/08 00:00:00+00,1307,Kalimantan Barat,10,0,3,0,2,0,5,20,30,1307,1344
2020/04/08 00:00:00+00,1308,Kalimantan Timur,32,1,4,0,1,0,27,3.125,12.5,1308,1345
2020/04/08 00:00:00+00,1309,Kalimantan Tengah,20,0,6,3,0,0,14,0,30,1309,1346
2020/04/08 00:00:00+00,1310,Kalimantan Selatan,22,4,0,0,0,0,22,0,0,1310,1347
2020/04/08 00:00:00+00,1311,Kalimantan Utara,16,1,0,0,0,0,16,0,0,1311,1348
2020/04/08 00:00:00+00,1312,Kepulauan Riau,9,0,2,0,1,0,6,11.11111111,22.22222222,1312,1349
2020/04/08 00:00:00+00,1313,Nusa Tenggara Barat,10,0,0,0,0,0,10,0,0,1313,1350
2020/04/08 00:00:00+00,1314,Sumatera Selatan,16,0,1,0,2,0,13,12.5,6.25,1314,1351
2020/04/08 00:00:00+00,1315,Sumatera Barat,18,0,0,0,0,0,18,0,0,1315,1352
2020/04/08 00:00:00+00,1316,Sulawesi Utara,8,0,1,0,1,1,6,12.5,12.5,1316,1353
2020/04/08 00:00:00+00,1317,Sumatera Utara,59,33,0,0,4,0,55,6.779661017,0,1317,1354
2020/04/08 00:00:00+00,1318,Sulawesi Tenggara,11,4,1,0,0,0,10,0,9.090909091,1318,1355
2020/04/08 00:00:00+00,1319,Sulawesi Selatan,127,0,21,0,6,0,100,4.724409449,16.53543307,1319,1356
2020/04/08 00:00:00+00,1320,Sulawesi Tengah,5,0,0,0,2,0,3,40,0,1320,1357
2020/04/08 00:00:00+00,1321,Lampung,15,3,0,0,1,0,14,6.666666667,0,1321,1358
2020/04/08 00:00:00+00,1322,Riau,12,0,1,0,0,0,11,0,8.333333333,1322,1359
2020/04/08 00:00:00+00,1323,Maluku Utara,2,1,0,0,0,0,2,0,0,1323,1360
2020/04/08 00:00:00+00,1324,Maluku,3,2,1,0,0,0,2,0,33.33333333,1324,1361
2020/04/08 00:00:00+00,1325,Papua Barat,2,0,0,0,1,0,1,50,0,1325,1362
2020/04/08 00:00:00+00,1326,Papua,38,12,3,0,2,0,33,5.263157895,7.894736842,1326,1363
2020/04/08 00:00:00+00,1327,Sulawesi Barat,2,0,0,0,0,0,2,0,0,1327,1364
2020/04/08 00:00:00+00,1328,Nusa Tenggara Timur,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1328,1365
2020/04/08 00:00:00+00,1329,Gorontalo,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1329,1366
2020/04/08 00:00:00+00,1330,Indonesia,34,0,0,0,0,0,34,0,0,1330,1367
2020/04/09 00:00:00+00,1331,Aceh,6,0,1,1,1,0,4,16.66666667,16.66666667,1331,1368
2020/04/09 00:00:00+00,1332,Bali,63,14,18,0,2,0,43,3.174603175,28.57142857,1332,1369
2020/04/09 00:00:00+00,1333,Banten,218,6,7,0,20,2,191,9.174311927,3.211009174,1333,1370
2020/04/09 00:00:00+00,1334,Kepulauan Bangka Belitung,3,1,0,0,1,0,2,33.33333333,0,1334,1371
2020/04/09 00:00:00+00,1335,Bengkulu,4,2,0,0,1,0,3,25,0,1335,1372
2020/04/09 00:00:00+00,1336,Daerah Istimewa Yogyakarta,41,0,6,0,7,0,28,17.07317073,14.63414634,1336,1373
2020/04/09 00:00:00+00,1337,DKI Jakarta,1706,236,82,12,142,28,1482,8.323563892,4.806565064,1337,1374
2020/04/09 00:00:00+00,1338,Jambi,2,0,0,0,0,0,2,0,0,1338,1375
2020/04/09 00:00:00+00,1339,Jawa Barat,376,11,19,2,40,5,317,10.63829787,5.053191489,1339,1376
2020/04/09 00:00:00+00,1340,Jawa Tengah,144,4,18,4,22,0,104,15.27777778,12.5,1340,1377
2020/04/09 00:00:00+00,1341,Jawa Timur,223,27,49,3,17,1,157,7.623318386,21.97309417,1341,1378
2020/04/09 00:00:00+00,1342,Kalimantan Barat,10,0,3,0,2,0,5,20,30,1342,1379
2020/04/09 00:00:00+00,1343,Kalimantan Timur,32,0,6,2,1,0,25,3.125,18.75,1343,1380
2020/04/09 00:00:00+00,1344,Kalimantan Tengah,20,0,6,0,0,0,14,0,30,1344,1381
2020/04/09 00:00:00+00,1345,Kalimantan Selatan,22,0,0,0,2,2,20,9.090909091,0,1345,1382
2020/04/09 00:00:00+00,1346,Kalimantan Utara,16,0,0,0,0,0,16,0,0,1346,1383
2020/04/09 00:00:00+00,1347,Kepulauan Riau,22,13,2,0,1,0,19,4.545454545,9.090909091,1347,1384
2020/04/09 00:00:00+00,1348,Nusa Tenggara Barat,16,6,2,2,0,0,14,0,12.5,1348,1385
2020/04/09 00:00:00+00,1349,Sumatera Selatan,17,1,1,0,2,0,14,11.76470588,5.882352941,1349,1386
2020/04/09 00:00:00+00,1350,Sumatera Barat,18,0,0,0,0,0,18,0,0,1350,1387
2020/04/09 00:00:00+00,1355,Sulawesi Tengah,5,0,0,0,2,0,3,40,0,1355,1388
2020/04/12 00:00:00+00,1458,Sulawesi Tenggara,16,0,1,0,1,0,14,6.25,6.25,1458,1389
2020/04/11 00:00:00+00,1407,DKI Jakarta,1948,196,82,0,159,5,1707,8.162217659,4.209445585,1407,1390
2020/04/09 00:00:00+00,1356,Lampung,15,0,1,1,1,0,13,6.666666667,6.666666667,1356,1391
2020/04/12 00:00:00+00,1459,Sulawesi Selatan,222,44,25,0,15,0,182,6.756756757,11.26126126,1459,1392
2020/04/15 00:00:00+00,1564,Sulawesi Selatan,242,11,42,9,15,0,185,6.198347107,17.3553719,1564,1393
2020/04/14 00:00:00+00,1508,Banten,280,4,7,0,22,0,251,7.857142857,2.5,1508,1394
2020/04/11 00:00:00+00,1408,Jambi,4,2,0,0,0,0,4,0,0,1408,1395
2020/04/09 00:00:00+00,1357,Riau,12,0,1,0,0,0,11,0,8.333333333,1357,1396
2020/04/12 00:00:00+00,1460,Sulawesi Tengah,19,0,2,2,2,0,15,10.52631579,10.52631579,1460,1397
2020/04/15 00:00:00+00,1565,Sulawesi Tengah,22,3,2,0,3,0,17,13.63636364,9.090909091,1565,1398
2020/04/14 00:00:00+00,1509,Kepulauan Bangka Belitung,4,0,0,0,1,0,3,25,0,1509,1399
2020/04/11 00:00:00+00,1409,Jawa Barat,421,32,19,0,40,0,362,9.501187648,4.513064133,1409,1400
2020/04/09 00:00:00+00,1358,Maluku Utara,2,0,1,1,0,0,1,0,50,1358,1401
2020/04/12 00:00:00+00,1461,Lampung,20,0,1,0,1,0,18,5,5,1461,1402
2020/04/15 00:00:00+00,1566,Lampung,20,0,1,0,5,1,14,25,5,1566,1403
2020/04/14 00:00:00+00,1510,Bengkulu,4,0,0,0,1,0,3,25,0,1510,1404
2020/04/11 00:00:00+00,1410,Jawa Tengah,144,0,18,0,22,0,104,15.27777778,12.5,1410,1405
2020/04/11 00:00:00+00,1411,Jawa Timur,267,11,64,2,25,3,178,9.36329588,23.97003745,1411,1406
2020/04/11 00:00:00+00,1412,Kalimantan Barat,10,0,3,0,2,0,5,20,30,1412,1407
2020/04/11 00:00:00+00,1413,Kalimantan Timur,35,0,6,0,1,0,28,2.857142857,17.14285714,1413,1408
2020/04/11 00:00:00+00,1414,Kalimantan Tengah,24,0,7,0,1,0,16,4.166666667,29.16666667,1414,1409
2020/04/11 00:00:00+00,1415,Kalimantan Selatan,29,0,0,0,2,0,27,6.896551724,0,1415,1410
2020/04/11 00:00:00+00,1416,Kalimantan Utara,16,0,0,0,1,1,15,6.25,0,1416,1411
2020/04/11 00:00:00+00,1417,Kepulauan Riau,21,0,2,0,1,0,18,4.761904762,9.523809524,1417,1412
2020/04/11 00:00:00+00,1418,Nusa Tenggara Barat,27,2,2,0,2,2,23,7.407407407,7.407407407,1418,1413
2020/04/11 00:00:00+00,1419,Sumatera Selatan,21,0,1,0,2,0,18,9.523809524,4.761904762,1419,1414
2020/04/11 00:00:00+00,1420,Sumatera Barat,31,0,7,1,3,0,21,9.677419355,22.58064516,1420,1415
2020/04/11 00:00:00+00,1421,Sulawesi Utara,13,0,1,0,2,0,10,15.38461538,7.692307692,1421,1416
2020/04/11 00:00:00+00,1422,Sumatera Utara,59,0,8,0,8,4,43,13.55932203,13.55932203,1422,1417
2020/04/11 00:00:00+00,1423,Sulawesi Tenggara,16,1,1,0,1,1,14,6.25,6.25,1423,1418
2020/04/11 00:00:00+00,1424,Sulawesi Selatan,178,11,25,1,15,4,138,8.426966292,14.04494382,1424,1419
2020/04/11 00:00:00+00,1425,Sulawesi Tengah,19,5,0,0,2,0,17,10.52631579,0,1425,1420
2020/04/11 00:00:00+00,1426,Lampung,20,0,1,0,1,0,18,5,5,1426,1421
2020/04/11 00:00:00+00,1427,Riau,16,3,1,0,0,0,15,0,6.25,1427,1422
2020/04/11 00:00:00+00,1428,Maluku Utara,2,0,1,0,0,0,1,0,50,1428,1423
2020/04/11 00:00:00+00,1429,Maluku,3,0,1,0,0,0,2,0,33.33333333,1429,1424
2020/04/11 00:00:00+00,1430,Papua Barat,2,0,0,0,1,0,1,50,0,1430,1425
2020/04/11 00:00:00+00,1431,Papua,62,24,3,0,2,0,57,3.225806452,4.838709677,1431,1426
2020/04/11 00:00:00+00,1432,Sulawesi Barat,5,2,0,0,1,1,4,20,0,1432,1427
2020/04/11 00:00:00+00,1433,Nusa Tenggara Timur,1,0,0,0,0,0,1,0,0,1433,1428
2020/04/11 00:00:00+00,1434,Gorontalo,1,0,0,0,0,0,1,0,0,1434,1429
2020/04/11 00:00:00+00,1435,Indonesia,35,0,0,0,0,0,35,0,0,1435,1430
2020/04/12 00:00:00+00,1436,Aceh,5,0,1,0,1,0,3,20,20,1436,1431
2020/04/12 00:00:00+00,1437,Bali,81,2,19,0,2,0,60,2.469135802,23.45679012,1437,1432
2020/04/12 00:00:00+00,1438,Banten,281,2,7,0,21,0,253,7.473309609,2.491103203,1438,1433
2020/04/12 00:00:00+00,1439,Kepulauan Bangka Belitung,4,0,0,0,1,0,3,25,0,1439,1434
2020/04/12 00:00:00+00,1440,Bengkulu,4,0,0,0,1,0,3,25,0,1440,1435
2020/04/12 00:00:00+00,1441,Daerah Istimewa Yogyakarta,41,0,6,0,7,0,28,17.07317073,14.63414634,1441,1436
2020/04/12 00:00:00+00,1442,DKI Jakarta,2044,96,142,60,195,36,1707,9.540117417,6.947162427,1442,1437
2020/04/12 00:00:00+00,1443,Jambi,4,0,0,0,0,0,4,0,0,1443,1438
2020/04/12 00:00:00+00,1444,Jawa Barat,450,29,19,0,43,3,388,9.555555556,4.222222222,1444,1439
2020/04/12 00:00:00+00,1445,Jawa Tengah,200,56,19,1,25,3,156,12.5,9.5,1445,1440
2020/04/12 00:00:00+00,1446,Jawa Timur,386,119,68,4,27,2,291,6.994818653,17.61658031,1446,1441
2020/04/12 00:00:00+00,1447,Kalimantan Barat,13,3,3,0,3,1,7,23.07692308,23.07692308,1447,1442
2020/04/12 00:00:00+00,1448,Kalimantan Timur,35,0,6,0,1,0,28,2.857142857,17.14285714,1448,1443
2020/04/12 00:00:00+00,1449,Kalimantan Tengah,24,0,7,0,1,0,16,4.166666667,29.16666667,1449,1444
2020/04/12 00:00:00+00,1450,Kalimantan Selatan,34,5,0,0,2,0,32,5.882352941,0,1450,1445
2020/04/09 00:00:00+00,1359,Maluku,3,0,1,0,0,0,2,0,33.33333333,1359,1446
2020/04/15 00:00:00+00,1567,Riau,20,0,1,0,0,0,19,0,5,1567,1447
2020/04/12 00:00:00+00,1462,Riau,16,0,1,0,0,0,15,0,6.25,1462,1448
2020/04/14 00:00:00+00,1511,Daerah Istimewa Yogyakarta,62,5,18,12,7,0,37,11.29032258,29.03225806,1511,1449
2020/04/09 00:00:00+00,1360,Papua Barat,2,0,0,0,1,0,1,50,0,1360,1450
2020/04/15 00:00:00+00,1568,Maluku Utara,4,2,2,1,0,0,2,0,50,1568,1451
2020/04/14 00:00:00+00,1512,DKI Jakarta,2335,130,163,21,241,37,1931,10.32119914,6.980728051,1512,1452
2020/04/12 00:00:00+00,1463,Maluku Utara,2,0,1,0,0,0,1,0,50,1463,1453
2020/04/09 00:00:00+00,1361,Papua,38,0,3,0,2,0,33,5.263157895,7.894736842,1361,1454
2020/04/15 00:00:00+00,1569,Maluku,14,3,1,0,0,0,13,0,7.142857143,1569,1455
2020/04/14 00:00:00+00,1513,Jambi,5,1,0,0,0,0,5,0,0,1513,1456
2020/04/12 00:00:00+00,1464,Maluku,11,8,1,0,0,0,10,0,9.090909091,1464,1457
2020/04/09 00:00:00+00,1362,Sulawesi Barat,2,0,0,0,0,0,2,0,0,1362,1458
2020/04/15 00:00:00+00,1570,Papua Barat,2,0,0,0,1,0,1,50,0,1570,1459
2020/04/14 00:00:00+00,1514,Jawa Barat,530,0,23,1,52,0,455,9.811320755,4.339622642,1514,1460
2020/04/12 00:00:00+00,1465,Papua Barat,3,1,0,0,1,0,2,33.33333333,0,1465,1461
2020/04/09 00:00:00+00,1363,Nusa Tenggara Timur,1,1,0,0,0,0,1,0,0,1363,1462
2020/04/15 00:00:00+00,1571,Papua,75,7,5,0,3,0,67,4,6.666666667,1571,1463
2020/04/14 00:00:00+00,1515,Jawa Tengah,278,75,19,0,26,1,233,9.352517986,6.834532374,1515,1464
2020/04/12 00:00:00+00,1466,Papua,63,1,5,2,3,1,55,4.761904762,7.936507937,1466,1465
2020/04/09 00:00:00+00,1364,Gorontalo,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1364,1466
2020/04/15 00:00:00+00,1572,Sulawesi Barat,7,2,1,0,1,0,5,14.28571429,14.28571429,1572,1467
2020/04/15 00:00:00+00,1573,Nusa Tenggara Timur,1,0,0,0,0,0,1,0,0,1573,1468
2020/04/15 00:00:00+00,1574,Gorontalo,1,0,0,0,0,0,1,0,0,1574,1469
2020/04/15 00:00:00+00,1575,Indonesia,27,0,0,0,0,0,27,0,0,1575,1470
2020/04/16 00:00:00+00,1576,Aceh,5,0,4,0,1,0,0,20,80,1576,1471
2020/04/16 00:00:00+00,1577,Bali,113,15,32,9,2,0,79,1.769911504,28.31858407,1577,1472
2020/04/16 00:00:00+00,1578,Banten,297,16,7,0,32,7,258,10.77441077,2.356902357,1578,1473
2020/04/16 00:00:00+00,1579,Kepulauan Bangka Belitung,6,1,0,0,1,0,5,16.66666667,0,1579,1474
2020/04/16 00:00:00+00,1580,Bengkulu,4,0,0,0,1,0,3,25,0,1580,1475
2020/04/16 00:00:00+00,1581,Daerah Istimewa Yogyakarta,62,0,22,4,7,0,33,11.29032258,35.48387097,1581,1476
2020/04/16 00:00:00+00,1582,DKI Jakarta,2670,196,202,38,244,2,2224,9.138576779,7.565543071,1582,1477
2020/04/16 00:00:00+00,1583,Jambi,7,1,0,0,0,0,7,0,0,1583,1478
2020/04/16 00:00:00+00,1584,Jawa Barat,570,11,28,5,53,1,489,9.298245614,4.912280702,1584,1479
2020/04/16 00:00:00+00,1585,Jawa Tengah,300,8,19,0,27,0,254,9,6.333333333,1585,1480
2020/04/16 00:00:00+00,1586,Jawa Timur,514,15,86,5,46,1,382,8.949416342,16.73151751,1586,1481
2020/04/16 00:00:00+00,1587,Kalimantan Barat,21,8,5,0,3,0,13,14.28571429,23.80952381,1587,1482
2020/04/16 00:00:00+00,1588,Kalimantan Timur,44,9,10,4,1,0,33,2.272727273,22.72727273,1588,1483
2020/04/16 00:00:00+00,1589,Kalimantan Tengah,34,1,8,0,2,0,24,5.882352941,23.52941176,1589,1484
2020/04/16 00:00:00+00,1590,Kalimantan Selatan,59,10,6,3,6,0,47,10.16949153,10.16949153,1590,1485
2020/04/16 00:00:00+00,1591,Kalimantan Utara,28,8,2,1,1,0,25,3.571428571,7.142857143,1591,1486
2020/04/16 00:00:00+00,1592,Kepulauan Riau,38,6,5,3,7,2,26,18.42105263,13.15789474,1592,1487
2020/04/16 00:00:00+00,1593,Nusa Tenggara Barat,45,8,2,0,2,0,41,4.444444444,4.444444444,1593,1488
2020/04/16 00:00:00+00,1594,Sumatera Selatan,37,15,5,1,2,0,30,5.405405405,13.51351351,1594,1489
2020/04/16 00:00:00+00,1595,Sumatera Barat,55,0,8,0,4,0,43,7.272727273,14.54545455,1595,1490
2020/04/16 00:00:00+00,1596,Sulawesi Utara,18,0,5,3,2,0,11,11.11111111,27.77777778,1596,1491
2020/04/16 00:00:00+00,1597,Sumatera Utara,79,1,12,2,9,0,58,11.39240506,15.18987342,1597,1492
2020/04/16 00:00:00+00,1598,Sulawesi Tenggara,26,2,4,3,1,0,21,3.846153846,15.38461538,1598,1493
2020/04/16 00:00:00+00,1599,Sulawesi Selatan,271,29,42,0,23,8,206,8.487084871,15.49815498,1599,1494
2020/04/16 00:00:00+00,1600,Sulawesi Tengah,22,0,2,0,3,0,17,13.63636364,9.090909091,1600,1495
2020/04/14 00:00:00+00,1516,Jawa Timur,475,35,76,3,41,11,358,8.631578947,16,1516,1496
2020/04/12 00:00:00+00,1467,Sulawesi Barat,5,0,2,1,1,0,2,20,40,1467,1497
2020/04/09 00:00:00+00,1365,Indonesia,34,0,0,0,0,0,34,0,0,1365,1498
2020/04/14 00:00:00+00,1517,Kalimantan Barat,13,0,5,2,3,0,5,23.07692308,38.46153846,1517,1499
2020/04/12 00:00:00+00,1468,Nusa Tenggara Timur,1,0,0,0,0,0,1,0,0,1468,1500
2020/04/10 00:00:00+00,1366,Aceh,5,0,1,0,1,0,3,20,20,1366,1501
2020/04/14 00:00:00+00,1518,Kalimantan Timur,35,0,6,0,1,0,28,2.857142857,17.14285714,1518,1502
2020/04/12 00:00:00+00,1469,Gorontalo,1,0,0,0,0,0,1,0,0,1469,1503
2020/04/10 00:00:00+00,1367,Bali,75,12,19,1,2,0,54,2.666666667,25.33333333,1367,1504
2020/04/14 00:00:00+00,1519,Kalimantan Tengah,25,0,8,0,1,0,16,4,32,1519,1505
2020/04/12 00:00:00+00,1470,Indonesia,35,0,0,0,0,0,35,0,0,1470,1506
2020/04/10 00:00:00+00,1368,Banten,243,25,7,0,21,1,215,8.641975309,2.880658436,1368,1507
2020/04/14 00:00:00+00,1520,Kalimantan Selatan,37,3,3,3,5,3,29,13.51351351,8.108108108,1520,1508
2020/04/13 00:00:00+00,1471,Aceh,5,0,4,3,1,0,0,20,80,1471,1509
2020/04/10 00:00:00+00,1369,Kepulauan Bangka Belitung,3,0,0,0,1,0,2,33.33333333,0,1369,1510
2020/04/14 00:00:00+00,1521,Kalimantan Utara,16,0,0,0,1,0,15,6.25,0,1521,1511
2020/04/13 00:00:00+00,1472,Bali,86,5,20,1,2,0,64,2.325581395,23.25581395,1472,1512
2020/04/10 00:00:00+00,1370,Bengkulu,4,0,0,0,1,0,3,25,0,1370,1513
2020/04/14 00:00:00+00,1522,Kepulauan Riau,26,5,2,0,5,4,19,19.23076923,7.692307692,1522,1514
2020/04/13 00:00:00+00,1473,Banten,285,4,7,0,22,1,256,7.719298246,2.456140351,1473,1515
2020/04/10 00:00:00+00,1371,Daerah Istimewa Yogyakarta,41,0,6,0,7,0,28,17.07317073,14.63414634,1371,1516
2020/04/14 00:00:00+00,1523,Nusa Tenggara Barat,37,0,2,0,2,0,33,5.405405405,5.405405405,1523,1517
2020/04/13 00:00:00+00,1474,Kepulauan Bangka Belitung,4,0,0,0,1,0,3,25,0,1474,1518
2020/04/10 00:00:00+00,1372,DKI Jakarta,1753,47,82,0,154,12,1517,8.784940103,4.677695379,1372,1519
2020/04/14 00:00:00+00,1524,Sumatera Selatan,19,1,4,0,2,0,13,10.52631579,21.05263158,1524,1520
2020/04/13 00:00:00+00,1475,Bengkulu,4,0,0,0,1,0,3,25,0,1475,1521
2020/04/10 00:00:00+00,1373,Jambi,2,0,0,0,0,0,2,0,0,1373,1522
2020/04/14 00:00:00+00,1525,Sumatera Barat,48,3,7,0,5,2,36,10.41666667,14.58333333,1525,1523
2020/04/13 00:00:00+00,1476,Daerah Istimewa Yogyakarta,57,16,6,0,7,0,44,12.28070175,10.52631579,1476,1524
2020/04/10 00:00:00+00,1374,Jawa Barat,388,12,19,0,40,0,329,10.30927835,4.896907216,1374,1525
2020/04/10 00:00:00+00,1375,Jawa Tengah,144,0,18,0,22,0,104,15.27777778,12.5,1375,1526
2020/04/10 00:00:00+00,1376,Jawa Timur,256,33,62,13,22,5,172,8.59375,24.21875,1376,1527
