Tanggal,Object_ID,Provinsi,Kasus_Terkonfirmasi_Akumulatif,Penambahan_Harian_Kasus_Terkonf,Kasus_Sembuh_Akumulatif,Penambahan_Harian_Kasus_Sembuh,Kasus_Meninggal_Akumulatif,Penambahan_Harian_Kasus_Meningg,Kasus_Aktif_Akumulatif,CFR_Harian,RI_Harian,FID,ObjectId
2020/03/24 00:00:00+00,784,Kalimantan Tengah,3,1,0,0,0,0,3,0,0,784,591
2020/03/24 00:00:00+00,785,Kalimantan Selatan,1,0,0,0,0,0,1,0,0,785,592
2020/03/24 00:00:00+00,786,Kalimantan Utara,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,786,593
2020/03/24 00:00:00+00,787,Kepulauan Riau,5,0,0,0,1,1,4,20,0,787,594
2020/03/24 00:00:00+00,788,Nusa Tenggara Barat,1,1,0,0,0,0,1,0,0,788,595
2020/03/24 00:00:00+00,789,Sumatera Selatan,1,1,0,0,0,0,1,0,0,789,596
2020/03/24 00:00:00+00,790,Sumatera Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,790,597
2020/03/24 00:00:00+00,791,Sulawesi Utara,2,1,0,0,0,0,2,0,0,791,598
2020/03/24 00:00:00+00,792,Sumatera Utara,7,5,0,0,1,0,6,14.28571429,0,792,599
2020/03/24 00:00:00+00,793,Sulawesi Tenggara,3,0,0,0,0,0,3,0,0,793,600
2020/03/24 00:00:00+00,794,Sulawesi Selatan,4,0,0,0,1,1,3,25,0,794,601
2020/03/24 00:00:00+00,795,Sulawesi Tengah,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,795,602
2020/03/24 00:00:00+00,796,Lampung,1,0,0,0,0,0,1,0,0,796,603
2020/03/24 00:00:00+00,797,Riau,2,1,0,0,0,0,2,0,0,797,604
2020/03/24 00:00:00+00,798,Maluku Utara,1,0,0,0,0,0,1,0,0,798,605
2020/03/24 00:00:00+00,799,Maluku,1,0,0,0,0,0,1,0,0,799,606
2020/03/24 00:00:00+00,800,Papua Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,800,607
2020/03/13 00:00:00+00,402,Kepulauan Riau,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,402,608
2020/03/22 00:00:00+00,716,Kalimantan Utara,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,716,609
2020/03/21 00:00:00+00,676,Jawa Timur,26,11,0,0,1,0,25,3.846153846,0,676,610
2020/03/13 00:00:00+00,403,Nusa Tenggara Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,403,611
2020/03/15 00:00:00+00,466,Jawa Timur,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,466,612
2020/03/22 00:00:00+00,717,Kepulauan Riau,4,0,0,0,0,0,4,0,0,717,613
2020/03/16 00:00:00+00,502,Kalimantan Barat,1,0,0,0,0,0,1,0,0,502,614
2020/03/21 00:00:00+00,677,Kalimantan Barat,2,0,0,0,0,0,2,0,0,677,615
2020/03/15 00:00:00+00,467,Kalimantan Barat,1,0,0,0,0,0,1,0,0,467,616
2020/03/22 00:00:00+00,718,Nusa Tenggara Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,718,617
2020/03/16 00:00:00+00,503,Kalimantan Timur,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,503,618
2020/03/13 00:00:00+00,404,Sumatera Selatan,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,404,619
2020/03/21 00:00:00+00,678,Kalimantan Timur,9,0,0,0,0,0,9,0,0,678,620
2020/03/15 00:00:00+00,468,Kalimantan Timur,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,468,621
2020/03/22 00:00:00+00,719,Sumatera Selatan,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,719,622
2020/03/16 00:00:00+00,504,Kalimantan Tengah,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,504,623
2020/03/13 00:00:00+00,405,Sumatera Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,405,624
2020/03/21 00:00:00+00,679,Kalimantan Tengah,2,0,0,0,0,0,2,0,0,679,625
2020/03/15 00:00:00+00,469,Kalimantan Tengah,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,469,626
2020/03/22 00:00:00+00,720,Sumatera Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,720,627
2020/03/16 00:00:00+00,505,Kalimantan Selatan,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,505,628
2020/03/13 00:00:00+00,406,Sulawesi Utara,1,1,0,0,0,0,1,0,0,406,629
2020/03/21 00:00:00+00,680,Kalimantan Selatan,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,680,630
2020/03/21 00:00:00+00,681,Kalimantan Utara,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,681,631
2020/03/21 00:00:00+00,682,Kepulauan Riau,4,0,0,0,0,0,4,0,0,682,632
2020/03/21 00:00:00+00,683,Nusa Tenggara Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,683,633
2020/03/21 00:00:00+00,684,Sumatera Selatan,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,684,634
2020/03/21 00:00:00+00,685,Sumatera Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,685,635
2020/03/21 00:00:00+00,686,Sulawesi Utara,1,0,0,0,0,0,1,0,0,686,636
2020/03/21 00:00:00+00,687,Sumatera Utara,2,0,0,0,1,0,1,50,0,687,637
2020/03/21 00:00:00+00,688,Sulawesi Tenggara,3,0,0,0,0,0,3,0,0,688,638
2020/03/21 00:00:00+00,689,Sulawesi Selatan,2,2,0,0,0,0,2,0,0,689,639
2020/03/21 00:00:00+00,690,Sulawesi Tengah,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,690,640
2020/03/21 00:00:00+00,691,Lampung,1,0,0,0,0,0,1,0,0,691,641
2020/03/21 00:00:00+00,692,Riau,1,0,0,0,0,0,1,0,0,692,642
2020/03/21 00:00:00+00,693,Maluku Utara,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,693,643
2020/03/21 00:00:00+00,694,Maluku,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,694,644
2020/03/21 00:00:00+00,695,Papua Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,695,645
2020/03/21 00:00:00+00,696,Papua,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,696,646
2020/03/21 00:00:00+00,697,Sulawesi Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,697,647
2020/03/21 00:00:00+00,698,Nusa Tenggara Timur,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,698,648
2020/03/21 00:00:00+00,699,Gorontalo,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,699,649
2020/03/21 00:00:00+00,700,Indonesia,10,3,0,0,0,0,10,0,0,700,650
2020/03/13 00:00:00+00,407,Sumatera Utara,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,407,651
2020/03/16 00:00:00+00,506,Kalimantan Utara,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,506,652
2020/03/15 00:00:00+00,470,Kalimantan Selatan,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,470,653
2020/03/22 00:00:00+00,721,Sulawesi Utara,1,0,0,0,0,0,1,0,0,721,654
2020/03/16 00:00:00+00,507,Kepulauan Riau,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,507,655
2020/03/13 00:00:00+00,408,Sulawesi Tenggara,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,408,656
2020/03/15 00:00:00+00,471,Kalimantan Utara,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,471,657
2020/03/22 00:00:00+00,722,Sumatera Utara,2,0,0,0,1,0,1,50,0,722,658
2020/03/16 00:00:00+00,508,Nusa Tenggara Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,508,659
2020/03/13 00:00:00+00,409,Sulawesi Selatan,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,409,660
2020/03/15 00:00:00+00,472,Kepulauan Riau,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,472,661
2020/03/22 00:00:00+00,723,Sulawesi Tenggara,3,0,0,0,0,0,3,0,0,723,662
2020/03/16 00:00:00+00,509,Sumatera Selatan,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,509,663
2020/03/13 00:00:00+00,410,Sulawesi Tengah,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,410,664
2020/03/15 00:00:00+00,473,Nusa Tenggara Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,473,665
2020/03/22 00:00:00+00,724,Sulawesi Selatan,2,0,0,0,0,0,2,0,0,724,666
2020/03/16 00:00:00+00,510,Sumatera Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,510,667
2020/03/13 00:00:00+00,411,Lampung,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,411,668
2020/03/15 00:00:00+00,474,Sumatera Selatan,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,474,669
2020/03/22 00:00:00+00,725,Sulawesi Tengah,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,725,670
2020/03/16 00:00:00+00,511,Sulawesi Utara,1,0,0,0,0,0,1,0,0,511,671
2020/03/13 00:00:00+00,412,Riau,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,412,672
2020/03/15 00:00:00+00,475,Sumatera Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,475,673
2020/03/22 00:00:00+00,726,Lampung,1,0,0,0,0,0,1,0,0,726,674
2020/03/16 00:00:00+00,512,Sumatera Utara,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,512,675
2020/03/13 00:00:00+00,413,Maluku Utara,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,413,676
2020/03/15 00:00:00+00,476,Sulawesi Utara,1,0,0,0,0,0,1,0,0,476,677
2020/03/22 00:00:00+00,727,Riau,1,0,0,0,0,0,1,0,0,727,678
2020/03/16 00:00:00+00,513,Sulawesi Tenggara,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,513,679
2020/03/13 00:00:00+00,414,Maluku,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,414,680
2020/03/15 00:00:00+00,477,Sumatera Utara,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,477,681
2020/03/22 00:00:00+00,728,Maluku Utara,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,728,682
2020/03/16 00:00:00+00,514,Sulawesi Selatan,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,514,683
2020/03/13 00:00:00+00,415,Papua Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,415,684
2020/03/15 00:00:00+00,478,Sulawesi Tenggara,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,478,685
2020/03/22 00:00:00+00,729,Maluku,1,1,0,0,0,0,1,0,0,729,686
2020/03/16 00:00:00+00,515,Sulawesi Tengah,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,515,687
2020/03/13 00:00:00+00,416,Papua,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,416,688
2020/03/15 00:00:00+00,479,Sulawesi Selatan,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,479,689
2020/03/22 00:00:00+00,730,Papua Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,730,690
2020/03/16 00:00:00+00,516,Lampung,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,516,691
2020/03/13 00:00:00+00,417,Sulawesi Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,417,692
2020/03/13 00:00:00+00,418,Nusa Tenggara Timur,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,418,693
2020/03/13 00:00:00+00,419,Gorontalo,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,419,694
2020/03/13 00:00:00+00,420,Indonesia,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,420,695
2020/03/14 00:00:00+00,421,Aceh,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,421,696
2020/03/14 00:00:00+00,422,Bali,1,0,0,0,1,0,0,100,0,422,697
2020/03/14 00:00:00+00,423,Banten,7,3,0,0,1,0,6,14.28571429,0,423,698
2020/03/14 00:00:00+00,424,Kepulauan Bangka Belitung,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,424,699
2020/03/14 00:00:00+00,425,Bengkulu,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,425,700
2020/03/14 00:00:00+00,426,Daerah Istimewa Yogyakarta,1,0,0,0,0,0,1,0,0,426,701
2020/03/14 00:00:00+00,427,DKI Jakarta,71,17,8,5,2,1,61,2.816901408,11.26760563,427,702
2020/03/14 00:00:00+00,428,Jambi,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,428,703
2020/03/14 00:00:00+00,429,Jawa Barat,8,3,0,0,0,0,8,0,0,429,704
2020/03/14 00:00:00+00,430,Jawa Tengah,2,0,0,0,1,0,1,50,0,430,705
2020/03/14 00:00:00+00,431,Jawa Timur,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,431,706
2020/03/14 00:00:00+00,432,Kalimantan Barat,1,0,0,0,0,0,1,0,0,432,707
2020/03/14 00:00:00+00,433,Kalimantan Timur,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,433,708
2020/03/14 00:00:00+00,434,Kalimantan Tengah,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,434,709
2020/03/14 00:00:00+00,435,Kalimantan Selatan,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,435,710
2020/03/14 00:00:00+00,436,Kalimantan Utara,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,436,711
2020/03/14 00:00:00+00,437,Kepulauan Riau,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,437,712
2020/03/14 00:00:00+00,438,Nusa Tenggara Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,438,713
2020/03/14 00:00:00+00,439,Sumatera Selatan,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,439,714
2020/03/14 00:00:00+00,440,Sumatera Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,440,715
2020/03/14 00:00:00+00,441,Sulawesi Utara,1,0,0,0,0,0,1,0,0,441,716
2020/03/14 00:00:00+00,442,Sumatera Utara,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,442,717
2020/03/14 00:00:00+00,443,Sulawesi Tenggara,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,443,718
2020/03/14 00:00:00+00,444,Sulawesi Selatan,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,444,719
2020/03/14 00:00:00+00,445,Sulawesi Tengah,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,445,720
2020/03/14 00:00:00+00,446,Lampung,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,446,721
2020/03/14 00:00:00+00,447,Riau,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,447,722
2020/03/14 00:00:00+00,448,Maluku Utara,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,448,723
2020/03/14 00:00:00+00,449,Maluku,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,449,724
2020/03/14 00:00:00+00,450,Papua Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,450,725
2020/03/16 00:00:00+00,517,Riau,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,517,726
2020/03/22 00:00:00+00,731,Papua,2,2,0,0,0,0,2,0,0,731,727
2020/03/15 00:00:00+00,480,Sulawesi Tengah,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,480,728
2020/03/16 00:00:00+00,518,Maluku Utara,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,518,729
2020/03/22 00:00:00+00,732,Sulawesi Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,732,730
2020/03/15 00:00:00+00,481,Lampung,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,481,731
2020/03/16 00:00:00+00,519,Maluku,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,519,732
2020/03/22 00:00:00+00,733,Nusa Tenggara Timur,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,733,733
2020/03/15 00:00:00+00,482,Riau,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,482,734
2020/03/16 00:00:00+00,520,Papua Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,520,735
2020/03/22 00:00:00+00,734,Gorontalo,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,734,736
2020/03/15 00:00:00+00,483,Maluku Utara,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,483,737
2020/03/16 00:00:00+00,521,Papua,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,521,738
2020/03/22 00:00:00+00,735,Indonesia,6,0,0,0,0,0,6,0,0,735,739
2020/03/15 00:00:00+00,484,Maluku,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,484,740
2020/03/16 00:00:00+00,522,Sulawesi Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,522,741
2020/03/23 00:00:00+00,736,Aceh,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,736,742
2020/03/15 00:00:00+00,485,Papua Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,485,743
2020/03/16 00:00:00+00,523,Nusa Tenggara Timur,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,523,744
2020/03/23 00:00:00+00,737,Bali,6,3,0,0,2,0,4,33.33333333,0,737,745
2020/03/15 00:00:00+00,486,Papua,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,486,746
2020/03/16 00:00:00+00,524,Gorontalo,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,524,747
2020/03/23 00:00:00+00,738,Banten,56,9,1,0,3,0,52,5.357142857,1.785714286,738,748
2020/03/15 00:00:00+00,487,Sulawesi Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,487,749
2020/03/16 00:00:00+00,525,Indonesia,4,0,0,0,0,0,4,0,0,525,750
2020/03/23 00:00:00+00,739,Kepulauan Bangka Belitung,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,739,751
2020/03/15 00:00:00+00,488,Nusa Tenggara Timur,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,488,752
2020/03/17 00:00:00+00,526,Aceh,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,526,753
2020/03/23 00:00:00+00,740,Bengkulu,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,740,754
2020/03/23 00:00:00+00,741,Daerah Istimewa Yogyakarta,5,0,1,0,0,0,4,0,20,741,755
2020/03/23 00:00:00+00,742,DKI Jakarta,353,44,23,1,29,0,301,8.21529745,6.515580737,742,756
2020/03/23 00:00:00+00,743,Jambi,1,1,0,0,0,0,1,0,0,743,757
2020/03/23 00:00:00+00,744,Jawa Barat,59,0,5,0,9,0,45,15.25423729,8.474576271,744,758
2020/03/23 00:00:00+00,745,Jawa Tengah,15,0,0,0,3,0,12,20,0,745,759
2020/03/23 00:00:00+00,746,Jawa Timur,41,0,0,0,1,0,40,2.43902439,0,746,760
2020/03/23 00:00:00+00,747,Kalimantan Barat,2,0,0,0,0,0,2,0,0,747,761
2020/03/23 00:00:00+00,748,Kalimantan Timur,11,2,0,0,0,0,11,0,0,748,762
2020/03/23 00:00:00+00,749,Kalimantan Tengah,2,0,0,0,0,0,2,0,0,749,763
2020/03/23 00:00:00+00,750,Kalimantan Selatan,1,0,0,0,0,0,1,0,0,750,764
2020/03/17 00:00:00+00,527,Bali,1,0,0,0,1,0,0,100,0,527,765
2020/03/15 00:00:00+00,489,Gorontalo,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,489,766
2020/03/17 00:00:00+00,528,Banten,13,5,0,0,1,0,12,7.692307692,0,528,767
2020/03/15 00:00:00+00,490,Indonesia,4,0,0,0,0,0,4,0,0,490,768
2020/03/17 00:00:00+00,529,Kepulauan Bangka Belitung,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,529,769
2020/03/16 00:00:00+00,491,Aceh,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,491,770
2020/03/17 00:00:00+00,530,Bengkulu,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,530,771
2020/03/16 00:00:00+00,492,Bali,1,0,0,0,1,0,0,100,0,492,772
2020/03/17 00:00:00+00,531,Daerah Istimewa Yogyakarta,2,1,0,0,0,0,2,0,0,531,773
2020/03/16 00:00:00+00,493,Banten,8,1,0,0,1,0,7,12.5,0,493,774
2020/03/17 00:00:00+00,532,DKI Jakarta,126,22,9,1,2,0,115,1.587301587,7.142857143,532,775
2020/03/16 00:00:00+00,494,Kepulauan Bangka Belitung,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,494,776
2020/03/17 00:00:00+00,533,Jambi,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,533,777
2020/03/16 00:00:00+00,495,Bengkulu,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,495,778
2020/03/17 00:00:00+00,534,Jawa Barat,12,3,0,0,0,0,12,0,0,534,779
2020/03/16 00:00:00+00,496,Daerah Istimewa Yogyakarta,1,0,0,0,0,0,1,0,0,496,780
2020/03/17 00:00:00+00,535,Jawa Tengah,6,1,0,0,1,0,5,16.66666667,0,535,781
2020/03/16 00:00:00+00,497,DKI Jakarta,104,14,8,0,2,0,94,1.923076923,7.692307692,497,782
2020/03/17 00:00:00+00,536,Jawa Timur,8,8,0,0,0,0,8,0,0,536,783
2020/03/16 00:00:00+00,498,Jambi,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,498,784
2020/03/17 00:00:00+00,537,Kalimantan Barat,2,1,0,0,0,0,2,0,0,537,785
2020/03/16 00:00:00+00,499,Jawa Barat,9,1,0,0,0,0,9,0,0,499,786
2020/03/17 00:00:00+00,538,Kalimantan Timur,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,538,787
2020/03/16 00:00:00+00,500,Jawa Tengah,5,1,0,0,1,0,4,20,0,500,788
2020/03/17 00:00:00+00,539,Kalimantan Tengah,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,539,789
2020/03/17 00:00:00+00,540,Kalimantan Selatan,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,540,790
2020/03/17 00:00:00+00,541,Kalimantan Utara,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,541,791
2020/03/17 00:00:00+00,542,Kepulauan Riau,1,1,0,0,0,0,1,0,0,542,792
2020/03/17 00:00:00+00,543,Nusa Tenggara Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,543,793
2020/03/17 00:00:00+00,544,Sumatera Selatan,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,544,794
2020/03/17 00:00:00+00,545,Sumatera Barat,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,545,795
2020/03/17 00:00:00+00,546,Sulawesi Utara,1,0,0,0,0,0,1,0,0,546,796
2020/03/17 00:00:00+00,547,Sumatera Utara,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,547,797
2020/03/17 00:00:00+00,548,Sulawesi Tenggara,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,548,798
2020/03/17 00:00:00+00,549,Sulawesi Selatan,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,549,799
2020/03/17 00:00:00+00,550,Sulawesi Tengah,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,550,800
2020/03/29 00:00:00+00,951,Daerah Istimewa Yogyakarta,22,0,1,0,2,0,19,9.090909091,4.545454545,951,801
2020/04/01 00:00:00+00,1051,Aceh,5,0,0,0,0,0,5,0,0,1051,802
2020/03/29 00:00:00+00,952,DKI Jakarta,675,48,45,2,68,6,562,10.07407407,6.666666667,952,803
2020/04/01 00:00:00+00,1052,Bali,25,6,10,10,2,0,13,8,40,1052,804
2020/03/29 00:00:00+00,953,Jambi,1,0,0,0,0,0,1,0,0,953,805
2020/04/01 00:00:00+00,1053,Banten,152,11,7,5,14,10,131,9.210526316,4.605263158,1053,806
2020/03/29 00:00:00+00,954,Jawa Barat,149,30,6,0,19,2,124,12.75167785,4.026845638,954,807
2020/04/01 00:00:00+00,1054,Kepulauan Bangka Belitung,2,0,0,0,1,1,1,50,0,1054,808
2020/03/29 00:00:00+00,955,Jawa Tengah,63,8,0,0,7,0,56,11.11111111,0,955,809
2020/04/01 00:00:00+00,1055,Bengkulu,1,0,0,0,1,0,0,100,0,1055,810
2020/03/29 00:00:00+00,956,Jawa Timur,90,13,11,3,7,3,72,7.777777778,12.22222222,956,811
2020/04/01 00:00:00+00,1056,Daerah Istimewa Yogyakarta,28,5,1,0,2,0,25,7.142857143,3.571428571,1056,812
2020/04/01 00:00:00+00,1057,DKI Jakarta,808,62,50,2,85,2,673,10.51980198,6.188118812,1057,813
2020/03/29 00:00:00+00,957,Kalimantan Barat,8,5,0,0,0,0,8,0,0,957,814
2020/03/27 00:00:00+00,901,Lampung,4,1,0,0,0,0,4,0,0,901,815
2020/04/01 00:00:00+00,1058,Jambi,2,0,0,0,0,0,2,0,0,1058,816
2020/03/26 00:00:00+00,851,Jawa Timur,59,8,3,2,3,2,53,5.084745763,5.084745763,851,817
2020/03/30 00:00:00+00,1001,Sulawesi Utara,2,0,1,1,0,0,1,0,50,1001,818
2020/03/29 00:00:00+00,958,Kalimantan Timur,17,0,0,0,0,0,17,0,0,958,819
2020/03/29 00:00:00+00,959,Kalimantan Tengah,7,0,0,0,0,0,7,0,0,959,820
2020/03/29 00:00:00+00,960,Kalimantan Selatan,1,0,0,0,0,0,1,0,0,960,821
2020/03/29 00:00:00+00,961,Kalimantan Utara,2,0,0,0,0,0,2,0,0,961,822
2020/03/29 00:00:00+00,962,Kepulauan Riau,5,0,0,0,1,0,4,20,0,962,823
2020/03/29 00:00:00+00,963,Nusa Tenggara Barat,2,0,0,0,0,0,2,0,0,963,824
2020/03/29 00:00:00+00,964,Sumatera Selatan,2,0,0,0,2,1,0,100,0,964,825
2020/03/29 00:00:00+00,965,Sumatera Barat,5,0,0,0,0,0,5,0,0,965,826
2020/03/29 00:00:00+00,966,Sulawesi Utara,2,0,0,0,0,0,2,0,0,966,827
2020/03/29 00:00:00+00,967,Sumatera Utara,8,0,0,0,1,0,7,12.5,0,967,828
2020/03/29 00:00:00+00,968,Sulawesi Tenggara,3,0,0,0,0,0,3,0,0,968,829
2020/03/29 00:00:00+00,969,Sulawesi Selatan,47,15,0,0,1,0,46,2.127659574,0,969,830
2020/03/29 00:00:00+00,970,Sulawesi Tengah,2,0,0,0,0,0,2,0,0,970,831
2020/03/29 00:00:00+00,971,Lampung,4,0,0,0,0,0,4,0,0,971,832
2020/03/29 00:00:00+00,972,Riau,2,1,0,0,0,0,2,0,0,972,833
2020/03/29 00:00:00+00,973,Maluku Utara,1,0,0,0,0,0,1,0,0,973,834
2020/03/29 00:00:00+00,974,Maluku,1,0,0,0,0,0,1,0,0,974,835
2020/03/29 00:00:00+00,975,Papua Barat,2,0,0,0,0,0,2,0,0,975,836
2020/03/29 00:00:00+00,976,Papua,9,2,0,0,0,0,9,0,0,976,837
2020/03/29 00:00:00+00,977,Sulawesi Barat,1,0,0,0,0,0,1,0,0,977,838
2020/03/29 00:00:00+00,978,Nusa Tenggara Timur,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,978,839
2020/03/29 00:00:00+00,979,Gorontalo,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,979,840
2020/03/29 00:00:00+00,980,Indonesia,33,4,0,0,0,0,33,0,0,980,841
